Date/Time (EST),2m Air Temperature (daily avg) (F),2m Max Temperature (F),2m Min Temperature (F)
8/12/1984,72.5,80,65
8/13/1984,72.5,80,65
8/14/1984,74.5,80,69
8/15/1984,73.5,79,68
8/16/1984,75,81,69
8/17/1984,76,81,71
8/18/1984,73.5,77,70
8/19/1984,75,79,71
8/20/1984,74.5,79,70
8/21/1984,76,81,71
8/22/1984,76.5,81,72
8/23/1984,74,79,69
8/24/1984,73.5,80,67
8/25/1984,72.5,80,65
8/26/1984,75,81,69
8/27/1984,73,81,65
8/28/1984,77,86,68
8/29/1984,77.5,85,70
8/30/1984,76,83,69
8/31/1984,73.5,79,68
9/1/1984,73,79,67
9/2/1984,72.5,78,67
9/3/1984,73,79,67
9/4/1984,79.5,91,68
9/5/1984,79,89,69
9/6/1984,78,87,69
9/7/1984,77,85,69
9/8/1984,78.5,91,66
9/9/1984,81.5,89,74
9/10/1984,78.5,85,72
9/11/1984,78,84,72
9/12/1984,76,80,72
9/13/1984,75.5,80,71
9/14/1984,75.5,81,70
9/15/1984,77,84,70
9/16/1984,75.5,86,65
9/17/1984,77,87,67
9/18/1984,74.5,85,64
9/19/1984,79.5,89,70
9/20/1984,79.5,90,69
9/21/1984,73,76,70
9/22/1984,73.5,78,69
9/23/1984,71.5,77,66
9/24/1984,72.5,77,68
9/25/1984,69.5,81,58
9/26/1984,73.5,82,65
9/27/1984,76,83,69
9/28/1984,76,84,68
9/29/1984,75,83,67
9/30/1984,73,79,67
10/1/1984,71,77,65
10/2/1984,68.5,75,62
10/3/1984,67,76,58
10/4/1984,69,75,63
10/5/1984,69.5,75,64
10/6/1984,69,77,61
10/7/1984,70,82,58
10/8/1984,71,78,64
10/9/1984,70,75,65
10/10/1984,68,74,62
10/11/1984,69.5,74,65
10/12/1984,69,76,62
10/13/1984,70,81,59
10/14/1984,66,76,56
10/15/1984,67,76,58
10/16/1984,65,76,54
10/17/1984,61,73,49
10/18/1984,62,73,51
10/19/1984,66,72,60
10/20/1984,65.5,71,60
10/21/1984,60.5,70,51
10/22/1984,65.5,79,52
10/23/1984,63,78,48
10/24/1984,63.5,77,50
10/25/1984,65.5,83,48
10/26/1984,63,77,49
10/27/1984,61,74,48
10/28/1984,61.5,73,50
10/29/1984,60.5,71,50
10/30/1984,60.5,70,51
10/31/1984,62.5,68,57
11/1/1984,62,75,49
11/2/1984,60,74,46
11/3/1984,61,72,50
11/4/1984,61,72,50
11/5/1984,63,72,54
11/6/1984,64,69,59
11/7/1984,60.5,68,53
11/8/1984,61.5,68,55
11/9/1984,60,70,50
11/10/1984,60,74,46
11/11/1984,61.5,77,46
11/12/1984,58,68,48
11/13/1984,63.5,68,59
11/14/1984,60.5,71,50
11/15/1984,58,68,48
11/16/1984,57.5,65,50
11/17/1984,60,68,52
11/18/1984,57.5,67,48
11/19/1984,59,70,48
11/20/1984,59.5,72,47
11/21/1984,56,64,48
11/22/1984,55.5,63,48
11/23/1984,52.5,63,42
11/24/1984,57,65,49
11/25/1984,52.5,63,42
11/26/1984,53,65,41
11/27/1984,56,70,42
11/28/1984,55,65,45
11/29/1984,54.5,66,43
11/30/1984,55,68,42
12/1/1984,54,67,41
12/2/1984,54.5,67,42
12/3/1984,53,66,40
12/4/1984,54,64,44
12/5/1984,56,64,48
12/6/1984,62,77,47
12/7/1984,58.5,66,51
12/8/1984,61.5,69,54
12/9/1984,58,69,47
12/10/1984,59.5,69,50
12/11/1984,54.5,67,42
12/12/1984,57.5,64,51
12/13/1984,55,62,48
12/14/1984,49,61,37
12/15/1984,49,61,37
12/16/1984,53,58,48
12/17/1984,47,59,35
12/18/1984,52,59,45
12/19/1984,55.5,60,51
12/20/1984,55.5,61,50
12/21/1984,49.5,60,39
12/22/1984,57,69,45
12/23/1984,50,66,34
12/24/1984,53.5,68,39
12/25/1984,53.5,69,38
12/26/1984,57,63,51
12/27/1984,55.5,59,52
12/28/1984,55.5,60,51
12/29/1984,56,62,50
12/30/1984,54,65,43
12/31/1984,51.5,62,41
1/1/1985,55,70,40
1/2/1985,53,68,38
1/3/1985,55,72,38
1/4/1985,58.5,76,41
1/5/1985,57,73,41
1/6/1985,57,66,48
1/7/1985,55,60,50
1/8/1985,54.5,62,47
1/9/1985,54,62,46
1/10/1985,53.5,65,42
1/11/1985,54,68,40
1/12/1985,52,66,38
1/13/1985,52,66,38
1/14/1985,53,68,38
1/15/1985,55.5,70,41
1/16/1985,55,70,40
1/17/1985,54.5,69,40
1/18/1985,52.5,64,41
1/19/1985,56,62,50
1/20/1985,55,58,52
1/21/1985,56,61,51
1/22/1985,58.5,65,52
1/23/1985,60.5,65,56
1/24/1985,54.5,67,42
1/25/1985,55.5,66,45
1/26/1985,57.5,63,52
1/27/1985,54,62,46
1/28/1985,53.5,63,44
1/29/1985,51.5,60,43
1/30/1985,52.5,60,45
1/31/1985,48,60,36
2/1/1985,46,59,33
2/2/1985,49.5,57,42
2/3/1985,50.5,59,42
2/4/1985,51,60,42
2/5/1985,46.5,59,34
2/6/1985,50.5,60,41
2/7/1985,50,62,38
2/8/1985,51.5,64,39
2/9/1985,53.5,59,48
2/10/1985,51.5,66,37
2/11/1985,57,74,40
2/12/1985,60.5,78,43
2/13/1985,64.5,82,47
2/14/1985,66.5,87,46
2/15/1985,67,86,48
2/16/1985,61.5,77,46
2/17/1985,54,61,47
2/18/1985,56.5,62,51
2/19/1985,56.5,65,48
2/20/1985,54,61,47
2/21/1985,53.5,68,39
2/22/1985,54,65,43
2/23/1985,54.5,67,42
2/24/1985,59.5,76,43
2/25/1985,56,71,41
2/26/1985,56,62,50
2/27/1985,52,62,42
2/28/1985,52.5,60,45
3/1/1985,53.5,60,47
3/2/1985,55,60,50
3/3/1985,50,61,39
3/4/1985,49.5,62,37
3/5/1985,49.5,61,38
3/6/1985,51,62,40
3/7/1985,53.5,65,42
3/8/1985,55,65,45
3/9/1985,57.5,66,49
3/10/1985,60,70,50
3/11/1985,59.5,65,54
3/12/1985,55.5,64,47
3/13/1985,54.5,64,45
3/14/1985,55.5,66,45
3/15/1985,59,66,52
3/16/1985,57.5,65,50
3/17/1985,59,68,50
3/18/1985,55,62,48
3/19/1985,55,63,47
3/20/1985,55.5,66,45
3/21/1985,56.5,63,50
3/22/1985,55.5,64,47
3/23/1985,55.5,68,43
3/24/1985,58,71,45
3/25/1985,55.5,62,49
3/26/1985,57,63,51
3/27/1985,53,60,46
3/28/1985,56,61,51
3/29/1985,53.5,64,43
3/30/1985,52,64,40
3/31/1985,57.5,73,42
4/1/1985,65.5,84,47
4/2/1985,72,89,55
4/3/1985,66.5,82,51
4/4/1985,59,65,53
4/5/1985,60,64,56
4/6/1985,60,63,57
4/7/1985,60.5,66,55
4/8/1985,60,68,52
4/9/1985,60,67,53
4/10/1985,60,68,52
4/11/1985,60.5,68,53
4/12/1985,59.5,69,50
4/13/1985,60,71,49
4/14/1985,59,66,52
4/15/1985,60,66,54
4/16/1985,61,66,56
4/17/1985,61.5,69,54
4/18/1985,59,65,53
4/19/1985,59.5,65,54
4/20/1985,59.5,65,54
4/21/1985,58.5,65,52
4/22/1985,58,64,52
4/23/1985,60,70,50
4/24/1985,62.5,74,51
4/25/1985,61.5,75,48
4/26/1985,63.5,72,55
4/27/1985,61.5,76,47
4/28/1985,60.5,69,52
4/29/1985,62,72,52
4/30/1985,63.5,73,54
5/1/1985,62.5,69,56
5/2/1985,62.5,67,58
5/3/1985,63,68,58
5/4/1985,62,67,57
5/5/1985,63,68,58
5/6/1985,63.5,69,58
5/7/1985,63.5,71,56
5/8/1985,64,71,57
5/9/1985,62.5,67,58
5/10/1985,62,68,56
5/11/1985,61.5,69,54
5/12/1985,61.5,67,56
5/13/1985,61.5,73,50
5/14/1985,63.5,73,54
5/15/1985,62,68,56
5/16/1985,62.5,69,56
5/17/1985,64.5,71,58
5/18/1985,60.5,69,52
5/19/1985,62.5,66,59
5/20/1985,65,71,59
5/21/1985,66,72,60
5/22/1985,65.5,71,60
5/23/1985,66,70,62
5/24/1985,64.5,69,60
5/25/1985,64.5,69,60
5/26/1985,64,69,59
5/27/1985,64.5,70,59
5/28/1985,64,73,55
5/29/1985,65,71,59
5/30/1985,64.5,70,59
5/31/1985,62.5,67,58
6/1/1985,64,69,59
6/2/1985,60,67,53
6/3/1985,63,68,58
6/4/1985,68.5,79,58
6/5/1985,64.5,70,59
6/6/1985,67.5,79,56
6/7/1985,69.5,79,60
6/8/1985,68,76,60
6/9/1985,66,72,60
6/10/1985,65,69,61
6/11/1985,65,70,60
6/12/1985,66,71,61
6/13/1985,67,73,61
6/14/1985,66,71,61
6/15/1985,NA,,62
6/16/1985,66,71,61
6/17/1985,67,72,62
6/18/1985,69,78,60
6/19/1985,68,73,63
6/20/1985,66.5,72,61
6/21/1985,67,72,62
6/22/1985,62.5,74,51
6/23/1985,67.5,75,60
6/24/1985,67.5,72,63
6/25/1985,68.5,74,63
6/26/1985,66,76,56
6/27/1985,71.5,84,59
6/28/1985,71.5,83,60
6/29/1985,69,79,59
6/30/1985,77.5,93,62
7/1/1985,81,94,68
7/2/1985,82.5,97,68
7/3/1985,80,96,64
7/4/1985,71,78,64
7/5/1985,69,74,64
7/6/1985,69.5,74,65
7/7/1985,69.5,74,65
7/8/1985,71.5,80,63
7/9/1985,79.5,93,66
7/10/1985,78.5,88,69
7/11/1985,76.5,86,67
7/12/1985,75.5,84,67
7/13/1985,71.5,76,67
7/14/1985,70.5,76,65
7/15/1985,70,74,66
7/16/1985,73.5,78,69
7/17/1985,72,78,66
7/18/1985,73,80,66
7/19/1985,74.5,82,67
7/20/1985,75.5,84,67
7/21/1985,75,80,70
7/22/1985,73.5,80,67
7/23/1985,70.5,75,66
7/24/1985,71,75,67
7/25/1985,71.5,76,67
7/26/1985,75,88,62
7/27/1985,75,84,66
7/28/1985,74,82,66
7/29/1985,71.5,76,67
7/30/1985,71.5,76,67
7/31/1985,71,75,67
8/1/1985,71,77,65
8/2/1985,69,77,61
8/3/1985,72,79,65
8/4/1985,71,82,60
8/5/1985,71.5,80,63
8/6/1985,71.5,80,63
8/7/1985,69,74,64
8/8/1985,69,74,64
8/9/1985,69.5,75,64
8/10/1985,70.5,76,65
8/11/1985,69,73,65
8/12/1985,69,74,64
8/13/1985,71,78,64
8/14/1985,69,74,64
8/15/1985,70,79,61
8/16/1985,71,75,67
8/17/1985,69,72,66
8/18/1985,72,77,67
8/19/1985,70,77,63
8/20/1985,69,75,63
8/21/1985,69,77,61
8/22/1985,72,83,61
8/23/1985,73,86,60
8/24/1985,76,88,64
8/25/1985,80,94,66
8/26/1985,76.5,86,67
8/27/1985,74.5,82,67
8/28/1985,74.5,83,66
8/29/1985,73,79,67
8/30/1985,77.5,88,67
8/31/1985,75,83,67
9/1/1985,75.5,82,69
9/2/1985,72.5,78,67
9/3/1985,70.5,74,67
9/4/1985,70,76,64
9/5/1985,69.5,74,65
9/6/1985,68,77,59
9/7/1985,69,79,59
9/8/1985,70.5,79,62
9/9/1985,73,78,68
9/10/1985,69.5,75,64
9/11/1985,65,73,57
9/12/1985,66,80,52
9/13/1985,65.5,79,52
9/14/1985,69,85,53
9/15/1985,69.5,83,56
9/16/1985,66.5,77,56
9/17/1985,66,73,59
9/18/1985,65.5,72,59
9/19/1985,68.5,78,59
9/20/1985,66.5,77,56
9/21/1985,70.5,84,57
9/22/1985,69,80,58
9/23/1985,74,82,66
9/24/1985,71.5,85,58
9/25/1985,71.5,81,62
9/26/1985,69.5,77,62
9/27/1985,71,77,65
9/28/1985,70,76,64
9/29/1985,70.5,74,67
9/30/1985,72.5,78,67
10/1/1985,71,77,65
10/2/1985,72,85,59
10/3/1985,81.5,97,66
10/4/1985,75.5,85,66
10/5/1985,74.5,86,63
10/6/1985,75,87,63
10/7/1985,69,75,63
10/8/1985,70,75,65
10/9/1985,64,71,57
10/10/1985,65,71,59
10/11/1985,64.5,75,54
10/12/1985,65,77,53
10/13/1985,62,71,53
10/14/1985,66.5,80,53
10/15/1985,74.5,93,56
10/16/1985,72,88,56
10/17/1985,65.5,72,59
10/18/1985,67.5,74,61
10/19/1985,65.5,75,56
10/20/1985,65.5,75,56
10/21/1985,64,72,56
10/22/1985,63,70,56
10/23/1985,63,74,52
10/24/1985,65.5,78,53
10/25/1985,64.5,75,54
10/26/1985,61.5,70,53
10/27/1985,63,70,56
10/28/1985,67,72,62
10/29/1985,65,73,57
10/30/1985,64,71,57
10/31/1985,65,71,59
11/1/1985,63.5,76,51
11/2/1985,67.5,83,52
11/3/1985,64,76,52
11/4/1985,64.5,77,52
11/5/1985,62,71,53
11/6/1985,62,73,51
11/7/1985,61.5,72,51
11/8/1985,59,68,50
11/9/1985,62.5,66,59
11/10/1985,59.5,63,56
11/11/1985,57,60,54
11/12/1985,54,61,47
11/13/1985,54.5,63,46
11/14/1985,53,65,41
11/15/1985,55.5,71,40
11/16/1985,55,70,40
11/17/1985,56,64,48
11/18/1985,57.5,64,51
11/19/1985,58.5,71,46
11/20/1985,55.5,69,42
11/21/1985,56.5,69,44
11/22/1985,55,64,46
11/23/1985,55.5,63,48
11/24/1985,56,63,49
11/25/1985,57,65,49
11/26/1985,61.5,69,54
11/27/1985,61,68,54
11/28/1985,60,68,52
11/29/1985,56.5,59,54
11/30/1985,58,62,54
12/1/1985,54,62,46
12/2/1985,52.5,58,47
12/3/1985,60,66,54
12/4/1985,61,71,51
12/5/1985,60,65,55
12/6/1985,56.5,61,52
12/7/1985,56,66,46
12/8/1985,55,64,46
12/9/1985,53.5,61,46
12/10/1985,54.5,69,40
12/11/1985,49,54,44
12/12/1985,46.5,59,34
12/13/1985,49.5,62,37
12/14/1985,53,67,39
12/15/1985,56.5,71,42
12/16/1985,62.5,75,50
12/17/1985,59.5,76,43
12/18/1985,61,79,43
12/19/1985,63,82,44
12/20/1985,64,80,48
12/21/1985,62.5,78,47
12/22/1985,59.5,73,46
12/23/1985,59.5,72,47
12/24/1985,60.5,76,45
12/25/1985,60,75,45
12/26/1985,56.5,71,42
12/27/1985,54,65,43
12/28/1985,57.5,71,44
12/29/1985,59.5,75,44
12/30/1985,61,73,49
12/31/1985,61,73,49
1/1/1986,60.5,72,49
1/2/1986,59,65,53
1/3/1986,60,69,51
1/4/1986,61.5,72,51
1/5/1986,62.5,71,54
1/6/1986,61.5,68,55
1/7/1986,59,75,43
1/8/1986,60,74,46
1/9/1986,61,77,45
1/10/1986,62.5,79,46
1/11/1986,65.5,83,48
1/12/1986,68,86,50
1/13/1986,66,83,49
1/14/1986,62,73,51
1/15/1986,59.5,66,53
1/16/1986,57.5,67,48
1/17/1986,57.5,69,46
1/18/1986,64,82,46
1/19/1986,60,75,45
1/20/1986,58,63,53
1/21/1986,57.5,64,51
1/22/1986,57.5,64,51
1/23/1986,57.5,69,46
1/24/1986,59.5,71,48
1/25/1986,61,78,44
1/26/1986,66,83,49
1/27/1986,64,81,47
1/28/1986,58.5,71,46
1/29/1986,58,71,45
1/30/1986,62.5,71,54
1/31/1986,61,68,54
2/1/1986,58,67,49
2/2/1986,59,67,51
2/3/1986,58,65,51
2/4/1986,58.5,67,50
2/5/1986,55,67,43
2/6/1986,53,62,44
2/7/1986,52,64,40
2/8/1986,53.5,57,50
2/9/1986,53.5,65,42
2/10/1986,52,65,39
2/11/1986,50.5,62,39
2/12/1986,54.5,65,44
2/13/1986,55,65,45
2/14/1986,62,71,53
2/15/1986,61,64,58
2/16/1986,62.5,67,58
2/17/1986,63,70,56
2/18/1986,60,69,51
2/19/1986,59.5,65,54
2/20/1986,59.5,68,51
2/21/1986,57,68,46
2/22/1986,61,76,46
2/23/1986,66,86,46
2/24/1986,69,84,54
2/25/1986,69,84,54
2/26/1986,64,74,54
2/27/1986,61,68,54
2/28/1986,59.5,62,57
3/1/1986,60.5,64,57
3/2/1986,61,64,58
3/3/1986,61.5,66,57
3/4/1986,60.5,71,50
3/5/1986,64,71,57
3/6/1986,64,71,57
3/7/1986,60.5,64,57
3/8/1986,62,65,59
3/9/1986,58,65,51
3/10/1986,58.5,64,53
3/11/1986,59,66,52
3/12/1986,56.5,65,48
3/13/1986,56,64,48
3/14/1986,56.5,64,49
3/15/1986,55,64,46
3/16/1986,58.5,65,52
3/17/1986,56,65,47
3/18/1986,58,69,47
3/19/1986,59,73,45
3/20/1986,63.5,80,47
3/21/1986,68.5,85,52
3/22/1986,67,83,51
3/23/1986,62,74,50
3/24/1986,63.5,77,50
3/25/1986,61,77,45
3/26/1986,59,67,51
3/27/1986,67,81,53
3/28/1986,70.5,83,58
3/29/1986,65,71,59
3/30/1986,62,71,53
3/31/1986,62.5,70,55
4/1/1986,62.5,70,55
4/2/1986,61,65,57
4/3/1986,59,69,49
4/4/1986,56.5,67,46
4/5/1986,56.5,66,47
4/6/1986,61,67,55
4/7/1986,59,68,50
4/8/1986,60,71,49
4/9/1986,60.5,71,50
4/10/1986,62.5,69,56
4/11/1986,62.5,68,57
4/12/1986,61.5,66,57
4/13/1986,58.5,68,49
4/14/1986,57,64,50
4/15/1986,59,69,49
4/16/1986,59.5,70,49
4/17/1986,57,64,50
4/18/1986,62,76,48
4/19/1986,66.5,85,48
4/20/1986,71,89,53
4/21/1986,68,82,54
4/22/1986,65,71,59
4/23/1986,61,71,51
4/24/1986,59.5,66,53
4/25/1986,59,67,51
4/26/1986,64.5,71,58
4/27/1986,72,91,53
4/28/1986,72.5,88,57
4/29/1986,66.5,74,59
4/30/1986,61.5,73,50
5/1/1986,64,75,53
5/2/1986,65.5,78,53
5/3/1986,65,76,54
5/4/1986,66,76,56
5/5/1986,59,67,51
5/6/1986,62,66,58
5/7/1986,61,68,54
5/8/1986,58,69,47
5/9/1986,64.5,78,51
5/10/1986,61.5,72,51
5/11/1986,61.5,67,56
5/12/1986,62,68,56
5/13/1986,60.5,67,54
5/14/1986,63.5,68,59
5/15/1986,64.5,69,60
5/16/1986,NA,,60
5/17/1986,70,80,60
5/18/1986,70.5,80,61
5/19/1986,66,74,58
5/20/1986,65,70,60
5/21/1986,65,70,60
5/22/1986,62.5,69,56
5/23/1986,63,69,57
5/24/1986,NA,73,
5/25/1986,64.5,72,57
5/26/1986,65.5,73,58
5/27/1986,64,71,57
5/28/1986,65,72,58
5/29/1986,67,71,63
5/30/1986,67.5,72,63
5/31/1986,64,70,58
6/1/1986,65.5,69,62
6/2/1986,66,69,63
6/3/1986,68,73,63
6/4/1986,66,70,62
6/5/1986,65.5,70,61
6/6/1986,64.5,70,59
6/7/1986,64.5,69,60
6/8/1986,65.5,71,60
6/9/1986,67,71,63
6/10/1986,65,68,62
6/11/1986,67,73,61
6/12/1986,68,74,62
6/13/1986,67,72,62
6/14/1986,67,72,62
6/15/1986,65.5,70,61
6/16/1986,65.5,71,60
6/17/1986,66,72,60
6/18/1986,66,73,59
6/19/1986,66,71,61
6/20/1986,67,72,62
6/21/1986,67,72,62
6/22/1986,65.5,70,61
6/23/1986,68.5,73,64
6/24/1986,69.5,75,64
6/25/1986,69.5,75,64
6/26/1986,71.5,80,63
6/27/1986,71,82,60
6/28/1986,71.5,82,61
6/29/1986,70,79,61
6/30/1986,73.5,80,67
7/1/1986,72,76,68
7/2/1986,75,78,72
7/3/1986,71,75,67
7/4/1986,69,73,65
7/5/1986,67,71,63
7/6/1986,68.5,74,63
7/7/1986,68.5,78,59
7/8/1986,72,79,65
7/9/1986,68.5,74,63
7/10/1986,69,74,64
7/11/1986,68,72,64
7/12/1986,68.5,73,64
7/13/1986,70.5,78,63
7/14/1986,72,80,64
7/15/1986,71.5,78,65
7/16/1986,70.5,75,66
7/17/1986,NA,,58
7/18/1986,74,76,72
7/19/1986,69.5,80,59
7/20/1986,69.5,77,62
7/21/1986,NA,,62
7/22/1986,NA,75,
7/23/1986,69.5,75,64
7/24/1986,72,77,67
7/25/1986,NA,,60
7/26/1986,69.5,75,64
7/27/1986,69.5,74,65
7/28/1986,67,75,59
7/29/1986,70,80,60
7/30/1986,71,81,61
7/31/1986,70.5,80,61
8/1/1986,67.5,74,61
8/2/1986,69.5,78,61
8/3/1986,70.5,77,64
8/4/1986,70.5,77,64
8/5/1986,70,75,65
8/6/1986,69.5,75,64
8/7/1986,70.5,76,65
8/8/1986,70,75,65
8/9/1986,71.5,77,66
8/10/1986,70,74,66
8/11/1986,71.5,78,65
8/12/1986,72,77,67
8/13/1986,71,76,66
8/14/1986,69.5,75,64
8/15/1986,70,76,64
8/16/1986,72,79,65
8/17/1986,71,78,64
8/18/1986,79,90,68
8/19/1986,81.5,93,70
8/20/1986,79,88,70
8/21/1986,74,79,69
8/22/1986,71.5,76,67
8/23/1986,70,75,65
8/24/1986,68.5,73,64
8/25/1986,71.5,80,63
8/26/1986,73.5,80,67
8/27/1986,75,85,65
8/28/1986,74,83,65
8/29/1986,74.5,83,66
8/30/1986,72,79,65
8/31/1986,69,74,64
9/1/1986,69,74,64
9/2/1986,71.5,78,65
9/3/1986,72,77,67
9/4/1986,70.5,78,63
9/5/1986,70.5,78,63
9/6/1986,71,77,65
9/7/1986,70.5,76,65
9/8/1986,70.5,76,65
9/9/1986,69,74,64
9/10/1986,67,72,62
9/11/1986,66.5,74,59
9/12/1986,65.5,73,58
9/13/1986,67.5,74,61
9/14/1986,66.5,74,59
9/15/1986,66,73,59
9/16/1986,66.5,79,54
9/17/1986,66.5,77,56
9/18/1986,69,76,62
9/19/1986,67,76,58
9/20/1986,64,70,58
9/21/1986,63,72,54
9/22/1986,61.5,68,55
9/23/1986,63.5,71,56
9/24/1986,63,69,57
9/25/1986,65.5,71,60
9/26/1986,63.5,72,55
9/27/1986,63,71,55
9/28/1986,63.5,71,56
9/29/1986,64.5,76,53
9/30/1986,66,76,56
10/1/1986,66.5,72,61
10/2/1986,65.5,71,60
10/3/1986,62,71,53
10/4/1986,69.5,84,55
10/5/1986,67,79,55
10/6/1986,65.5,73,58
10/7/1986,67.5,73,62
10/8/1986,67,73,61
10/9/1986,66.5,71,62
10/10/1986,65.5,72,59
10/11/1986,65,69,61
10/12/1986,68,72,64
10/13/1986,66,79,53
10/14/1986,66.5,82,51
10/15/1986,63.5,74,53
10/16/1986,63.5,73,54
10/17/1986,66,71,61
10/18/1986,NA,,52
10/19/1986,NA,70,
10/20/1986,62,72,52
10/21/1986,69,82,56
10/22/1986,64.5,73,56
10/23/1986,65.5,71,60
10/24/1986,65,73,57
10/25/1986,67.5,80,55
10/26/1986,69.5,80,59
10/27/1986,NA,,53
10/28/1986,NA,66,
10/29/1986,67.5,77,58
10/30/1986,63,72,54
10/31/1986,67,72,62
11/1/1986,63,72,54
11/2/1986,65,79,51
11/3/1986,63,73,53
11/4/1986,62,74,50
11/5/1986,62,73,51
11/6/1986,58,66,50
11/7/1986,60.5,73,48
11/8/1986,59,70,48
11/9/1986,63,77,49
11/10/1986,66.5,81,52
11/11/1986,68,84,52
11/12/1986,66.5,83,50
11/13/1986,58.5,69,48
11/14/1986,59,70,48
11/15/1986,66,78,54
11/16/1986,66.5,77,56
11/17/1986,65.5,71,60
11/18/1986,66.5,71,62
11/19/1986,63,71,55
11/20/1986,61,70,52
11/21/1986,60.5,67,54
11/22/1986,62.5,73,52
11/23/1986,63.5,78,49
11/24/1986,61,76,46
11/25/1986,59.5,73,46
11/26/1986,60.5,77,44
11/27/1986,64.5,81,48
11/28/1986,61,73,49
11/29/1986,60.5,71,50
11/30/1986,60.5,77,44
12/1/1986,62.5,79,46
12/2/1986,64,78,50
12/3/1986,61,76,46
12/4/1986,57.5,66,49
12/5/1986,61.5,69,54
12/6/1986,57.5,62,53
12/7/1986,58,63,53
12/8/1986,55.5,66,45
12/9/1986,55.5,67,44
12/10/1986,55,67,43
12/11/1986,54,68,40
12/12/1986,55,69,41
12/13/1986,55,68,42
12/14/1986,55.5,65,46
12/15/1986,59,67,51
12/16/1986,59,70,48
12/17/1986,60.5,71,50
12/18/1986,56.5,67,46
12/19/1986,57,67,47
12/20/1986,56.5,62,51
12/21/1986,55,68,42
12/22/1986,57,72,42
12/23/1986,57.5,69,46
12/24/1986,57,69,45
12/25/1986,56.5,68,45
12/26/1986,57.5,71,44
12/27/1986,53,65,41
12/28/1986,54.5,68,41
12/29/1986,58,75,41
12/30/1986,58.5,76,41
12/31/1986,61,76,46
1/1/1987,55.5,67,44
1/2/1987,59,69,49
1/3/1987,56,69,43
1/4/1987,54,59,49
1/5/1987,54,64,44
1/6/1987,53.5,63,44
1/7/1987,52,60,44
1/8/1987,53,64,42
1/9/1987,53,63,43
1/10/1987,52.5,68,37
1/11/1987,57.5,79,36
1/12/1987,58.5,75,42
1/13/1987,54.5,66,43
1/14/1987,55.5,64,47
1/15/1987,55.5,62,49
1/16/1987,44.5,57,32
1/17/1987,45,59,31
1/18/1987,49.5,62,37
1/19/1987,53.5,62,45
1/20/1987,55.5,68,43
1/21/1987,53,68,38
1/22/1987,52,67,37
1/23/1987,53.5,63,44
1/24/1987,56,65,47
1/25/1987,59,73,45
1/26/1987,62.5,79,46
1/27/1987,66,80,52
1/28/1987,59.5,67,52
1/29/1987,58,67,49
1/30/1987,57.5,66,49
1/31/1987,55.5,65,46
2/1/1987,57.5,70,45
2/2/1987,56,68,44
2/3/1987,56,65,47
2/4/1987,58,72,44
2/5/1987,60,76,44
2/6/1987,64,81,47
2/7/1987,70,79,61
2/8/1987,66.5,77,56
2/9/1987,61,70,52
2/10/1987,60.5,69,52
2/11/1987,61.5,69,54
2/12/1987,60.5,68,53
2/13/1987,62,68,56
2/14/1987,63.5,69,58
2/15/1987,58.5,68,49
2/16/1987,55,66,44
2/17/1987,55,67,43
2/18/1987,54.5,67,42
2/19/1987,55.5,69,42
2/20/1987,55,69,41
2/21/1987,54.5,69,40
2/22/1987,54.5,69,40
2/23/1987,54.5,69,40
2/24/1987,51.5,57,46
2/25/1987,50.5,58,43
2/26/1987,52,62,42
2/27/1987,51.5,63,40
2/28/1987,53,64,42
3/1/1987,53.5,64,43
3/2/1987,56.5,66,47
3/3/1987,58,71,45
3/4/1987,67,84,50
3/5/1987,64.5,71,58
3/6/1987,61.5,66,57
3/7/1987,59,65,53
3/8/1987,58,64,52
3/9/1987,59,66,52
3/10/1987,59,67,51
3/11/1987,61.5,70,53
3/12/1987,62,70,54
3/13/1987,61,68,54
3/14/1987,58.5,65,52
3/15/1987,56.5,62,51
3/16/1987,56.5,65,48
3/17/1987,55,66,44
3/18/1987,56.5,66,47
3/19/1987,60.5,66,55
3/20/1987,53.5,60,47
3/21/1987,56,63,49
3/22/1987,49,62,36
3/23/1987,53.5,64,43
3/24/1987,56.5,65,48
3/25/1987,55.5,67,44
3/26/1987,57.5,69,46
3/27/1987,56.5,65,48
3/28/1987,58,69,47
3/29/1987,62.5,78,47
3/30/1987,62.5,80,45
3/31/1987,62.5,80,45
4/1/1987,61.5,74,49
4/2/1987,56,66,46
4/3/1987,56,65,47
4/4/1987,57.5,65,50
4/5/1987,56.5,66,47
4/6/1987,58.5,69,48
4/7/1987,64,75,53
4/8/1987,66.5,81,52
4/9/1987,66.5,81,52
4/10/1987,67,78,56
4/11/1987,62,68,56
4/12/1987,61,69,53
4/13/1987,62,73,51
4/14/1987,69,85,53
4/15/1987,67,81,53
4/16/1987,62,71,53
4/17/1987,59.5,64,55
4/18/1987,60.5,64,57
4/19/1987,61.5,69,54
4/20/1987,65.5,82,49
4/21/1987,69.5,90,49
4/22/1987,68.5,88,49
4/23/1987,68,81,55
4/24/1987,68,81,55
4/25/1987,62,67,57
4/26/1987,61.5,65,58
4/27/1987,62,65,59
4/28/1987,62,65,59
4/29/1987,62.5,65,60
4/30/1987,63.5,69,58
5/1/1987,63,69,57
5/2/1987,62.5,69,56
5/3/1987,64,74,54
5/4/1987,66,78,54
5/5/1987,65,74,56
5/6/1987,66,71,61
